ID,Player,Tm,FantPos,2023Age,2023G,2023HealthStatus,2023HealthStatus2,2023SeriousInjury,2024Age,2024G,2024HealthStatus,2024HealthStatus2,2024SeriousInjury,AvgSeasonGames,HealthGrade,2025Age,2025G,ModelProj.2025Games,PlayMoreThan14(AvgSeason),PredictedPlayMoreThan14,AdjustedRisk,RiskTier,Scale
99,Deshaun Watson,,QB,28,6,3,Major Injuries,1,29,7,3,Major Injuries,1,6.0,35,30,10,13,0,0,9,Significant,
204,Miles Sanders,,RB,26,16,0,Healthy,0,27,11,2,Moderate Injuries,0,15.0,88,28,17,15,1,0,3,Moderate,
149,Tyler Boyd,,WR/TE,29,17,0,Healthy,0,30,16,0,Healthy,0,16.0,94,31,15,17,1,1,1,Low,
195,Roschon Johnson,,RB,22,15,1,Minor Injuries,0,23,13,2,Moderate Injuries,0,15.0,88,24,17,17,1,0,5,High,
49,Chris Olave,,WR/TE,23,16,0,Healthy,0,24,8,3,Major Injuries,1,13.0,76,25,17,17,0,0,5,High,
212,Ja'Tavion Sanders,,WR/TE,20,NaN,0,Healthy,0,21,16,0,Healthy,0,16.0,100,22,17,16,1,1,0,Low,
62,Raheem Mostert,,RB,31,15,1,Minor Injuries,0,32,13,2,Moderate Injuries,0,15.0,88,33,17,16,1,0,6,Significant,
100,Christian Kirk,,WR/TE,27,12,2,Moderate Injuries,0,28,8,3,Major Injuries,1,12.0,71,29,17,16,0,0,8,Significant,
119,Brandin Cooks,,WR/TE,30,16,0,Healthy,0,31,10,2,Moderate Injuries,0,13.0,76,32,17,17,0,0,5,High,
277,Theo Johnson,,WR/TE,22,NaN,0,Healthy,0,23,12,2,Moderate Injuries,0,12.0,71,24,17,17,0,0,4,High,
218,Colby Parkinson,,WR/TE,24,17,0,Healthy,0,25,17,0,Healthy,0,17.0,100,26,17,17,1,1,0,Low,
164,Kendrick Bourne,,WR/TE,28,8,3,Major Injuries,1,29,12,2,Moderate Injuries,0,12.0,71,30,15,14,0,0,8,Significant,
71,Rashee Rice,,WR/TE,23,16,0,Healthy,0,24,4,4,Significant Injuries,1,10.0,59,25,17,16,0,0,6,Significant,
117,Gus Edwards,,RB,28,17,0,Healthy,0,29,11,2,Moderate Injuries,0,12.0,71,30,12,15,0,1,4,High,
123,Curtis Samuel,,WR/TE,27,16,0,Healthy,0,28,14,1,Minor Injuries,0,16.0,94,29,16,17,1,1,2,Minor,
205,Kenneth Gainwell,,RB,24,16,0,Healthy,0,25,17,0,Healthy,0,17.0,100,26,17,17,1,1,0,Low,
51,Brandon Aiyuk,,WR/TE,25,16,0,Healthy,0,26,7,3,Major Injuries,1,13.0,76,27,17,17,0,0,5,High,
220,Dawson Knox,,WR/TE,27,12,2,Moderate Injuries,0,28,16,0,Healthy,0,14.0,82,29,17,17,0,1,3,Moderate,
122,Ezekiel Elliott,,RB,28,17,0,Healthy,0,29,15,1,Minor Injuries,0,16.0,94,30,12,16,1,1,2,Minor,
61,Isiah Pacheco,,RB,24,14,1,Minor Injuries,0,25,7,3,Major Injuries,1,13.0,76,26,17,16,0,0,7,Significant,
178,Mike Williams,,WR/TE,29,3,4,Significant Injuries,1,30,17,0,Healthy,0,11.0,65,31,17,16,0,1,7,Significant,
203,Kalif Raymond,,WR/TE,29,17,0,Healthy,0,30,12,2,Moderate Injuries,0,15.0,88,31,15,16,1,0,4,High,
223,Tommy Tremble,,WR/TE,23,16,0,Healthy,0,24,12,2,Moderate Injuries,0,15.0,88,25,17,17,1,0,3,Moderate,
227,Emari Demercado,,RB,24,14,1,Minor Injuries,0,25,10,2,Moderate Injuries,0,14.0,82,26,17,16,0,0,5,High,
127,Gabe Davis,,WR/TE,24,17,0,Healthy,0,25,10,2,Moderate Injuries,0,14.0,82,26,15,17,0,0,3,Moderate,
144,Adonai Mitchell,,WR/TE,20,NaN,0,Healthy,0,21,17,0,Healthy,0,17.0,100,22,15,17,1,1,0,Low,
202,Nelson Agholor,,WR/TE,30,17,0,Healthy,0,31,14,1,Minor Injuries,0,16.0,94,32,15,17,1,1,3,Moderate,
232,Audric Estime,,RB,19,NaN,0,Healthy,0,20,13,2,Moderate Injuries,0,13.0,76,21,17,16,0,0,4,High,
2,Christian McCaffrey,,RB,27,16,0,Healthy,0,28,4,4,Significant Injuries,1,12.0,71,29,17,14,0,0,6,Significant,
279,Michael Penix Jr.,,QB,23,NaN,0,Healthy,0,24,5,0,Healthy,0,5.0,100,25,17,15,0,0,0,Low,
166,Trey Benson,,RB,23,NaN,0,Healthy,0,24,13,2,Moderate Injuries,0,13.0,76,25,17,16,0,0,4,High,
213,Dameon Pierce,,RB,23,14,1,Minor Injuries,0,24,11,2,Moderate Injuries,0,13.0,76,25,17,17,0,0,6,Significant,
175,Jahan Dotson,,WR/TE,23,17,0,Healthy,0,24,17,0,Healthy,0,15.0,88,25,15,17,1,1,0,Low,
222,Tanner Hudson,,WR/TE,29,12,0,Healthy/Backup,0,30,11,0,Healthy/Backup,0,11.0,100,31,17,16,0,0,3,Moderate,
168,Josh Reynolds,,WR/TE,28,17,0,Healthy,0,29,9,2,Moderate Injuries,0,13.0,76,30,17,17,0,0,4,High,
217,Jamaal Williams,,RB,28,13,2,Moderate Injuries,0,29,17,0,Healthy,0,15.0,88,30,12,17,1,0,3,Moderate,
215,Michael Mayer,,WR/TE,22,14,1,Minor Injuries,0,23,11,2,Moderate Injuries,0,13.0,76,24,17,17,0,0,6,Significant,
197,Trey Palmer,,WR/TE,22,17,0,Healthy,0,23,15,1,Minor Injuries,0,16.0,94,24,15,17,1,1,2,Minor,
160,Blake Corum,,RB,22,NaN,0,Healthy,0,23,15,1,Minor Injuries,0,15.0,88,24,17,17,1,1,2,Minor,
140,Ja'Lynn Polk,,WR/TE,22,NaN,0,Healthy,0,23,15,1,Minor Injuries,0,15.0,88,24,15,17,1,1,2,Minor,
211,D'Onta Foreman,,RB,27,9,0,Healthy/Backup,0,28,11,2,Moderate Injuries,0,12.0,71,29,12,15,0,0,5,High,
216,Kylen Granson,,WR/TE,25,15,1,Minor Injuries,0,26,17,0,Healthy,0,15.0,88,27,17,17,1,1,2,Minor,
167,Khalil Herbert,,RB,25,12,2,Moderate Injuries,0,26,13,2,Moderate Injuries,0,13.0,76,27,17,16,0,0,7,Significant,
101,Zamir White,,RB,24,17,0,Healthy,0,25,8,3,Major Injuries,1,13.0,76,26,12,16,0,0,5,High,
219,Kendre Miller,,RB,21,8,0,Healthy/Backup,0,22,6,2,Major Injuries,1,13.0,76,23,17,16,0,0,2,Minor,
165,Ty Chandler,,RB,25,17,0,Healthy,0,26,8,0,Healthy/Backup,0,12.0,90,27,12,16,0,1,1,Low,
224,Jaylen Wright,,RB,20,NaN,0,Healthy,0,21,13,2,Moderate Injuries,0,13.0,76,22,17,16,0,0,4,High,
187,Tyler Higbee,,WR/TE,30,15,1,Minor Injuries,0,31,3,4,Significant Injuries,1,12.0,71,32,17,17,0,0,9,Significant,
226,Daniel Bellinger,,WR/TE,23,17,0,Healthy,0,24,17,0,Healthy,0,15.0,88,25,17,16,1,1,0,Low,
231,Carson Steele,,RB,20,NaN,0,Healthy,0,21,10,0,Healthy/Backup,0,10.0,100,22,12,17,0,0,1,Low,
196,K.J. Osborn,,WR/TE,26,16,0,Healthy,0,27,8,3,Major Injuries,1,14.0,82,28,15,17,0,0,4,High,
130,Marquise Brown,,WR/TE,26,14,1,Minor Injuries,0,27,2,4,Significant Injuries,1,9.0,53,28,17,16,0,0,8,Significant,
191,Ben Sinnott,,WR/TE,21,NaN,0,Healthy,0,22,17,0,Healthy,0,17.0,100,23,17,17,1,1,0,Low,
156,DJ Chark,,WR/TE,27,15,1,Minor Injuries,0,28,5,3,Major Injuries,1,11.0,65,29,15,17,0,0,7,Significant,
186,Gerald Everett,,WR/TE,29,15,1,Minor Injuries,0,30,17,0,Healthy,0,16.0,94,31,17,17,1,1,3,Moderate,
185,Luke Musgrave,,WR/TE,23,11,2,Moderate Injuries,0,24,7,3,Major Injuries,1,9.0,53,25,17,9,0,0,8,Significant,
210,Clyde Edwards-Helaire,,RB,24,15,1,Minor Injuries,0,25,6,3,Major Injuries,1,9.0,53,26,12,16,0,0,7,Significant,
221,Keaton Mitchell,,RB,21,8,3,Major Injuries,1,22,13,2,Moderate Injuries,0,10.5,62,23,17,14,0,0,8,Significant,
229,Jaheim Bell,,WR/TE,22,NaN,0,Healthy,0,23,15,1,Minor Injuries,0,15.0,88,24,17,17,1,1,2,Minor,
188,MarShawn Lloyd,,RB,22,NaN,0,Healthy,0,23,10,2,Moderate Injuries,0,10.0,85,24,12,16,0,0,3,Moderate,
139,Sam Howell,,QB,23,17,0,Healthy,0,24,2,0,Healthy/Backup,0,2.0,100,25,17,16,0,0,1,Low,
275,Tyler Warren,,WR/TE,21,NaN,0,Healthy,0,22,NaN,0,Healthy,0,NaN,100,23,17,17,0,0,0,Low,
276,Colston Loveland,,WR/TE,19,NaN,0,Healthy,0,20,NaN,0,Healthy,0,NaN,100,21,17,17,0,0,0,Low,
280,J.J. McCarthy,,QB,20,NaN,0,Healthy,0,21,0,4,Significant Injuries,1,NaN,90,22,17,14,0,0,5,High,
257,Ashton Jeanty,,RB,19,NaN,0,Healthy,0,20,NaN,0,Healthy,0,NaN,100,21,17,17,0,0,0,Low,
238,Travis Hunter,,WR/TE,20,NaN,0,Healthy,0,21,NaN,0,Healthy,0,NaN,100,22,17,17,0,0,0,Low,
281,Cam Ward,,QB,20,NaN,0,Healthy,0,21,NaN,0,Healthy,0,NaN,100,22,17,17,0,0,0,Low,
241,Tetairoa McMillan,,WR/TE,20,NaN,0,Healthy,0,21,NaN,0,Healthy,0,NaN,100,22,17,17,0,0,0,Low,
282,Tyler Shough,,QB,24,NaN,0,Healthy,0,25,NaN,0,Healthy,0,NaN,100,26,17,16,0,0,0,Low,
242,Matthew Golden,,WR/TE,20,NaN,0,Healthy,0,21,NaN,0,Healthy,0,NaN,100,22,17,17,0,0,0,Low,
258,RJ Harvey,,RB,22,NaN,0,Healthy,0,23,NaN,0,Healthy,0,NaN,100,24,17,17,0,0,0,Low,
244,Jack Bech,,WR/TE,20,NaN,0,Healthy,0,21,NaN,0,Healthy,0,NaN,100,22,17,17,0,0,0,Low,
245,Emeka Egbuka,,WR/TE,21,NaN,0,Healthy,0,22,NaN,0,Healthy,0,NaN,100,23,17,17,0,0,0,Low,
247,Luther Burden III,,WR/TE,20,NaN,0,Healthy,0,21,NaN,0,Healthy,0,NaN,100,21,17,17,0,0,0,Low,
259,TreVeyon Henderson,,RB,21,NaN,0,Healthy,0,22,NaN,0,Healthy,0,NaN,100,23,17,17,0,0,0,Low,
260,Omarion Hampton,,RB,20,NaN,0,Healthy,0,21,NaN,0,Healthy,0,NaN,100,22,17,17,0,0,0,Low,
254,Jayden Higgins,,WR/TE,20,NaN,0,Healthy,0,21,NaN,0,Healthy,0,NaN,100,22,17,17,0,0,0,Low,
261,Quinshon Judkins,,RB,20,NaN,0,Healthy,0,21,NaN,0,Healthy,0,NaN,100,22,17,17,0,0,0,Low,
255,Jaylin Noel,,WR/TE,21,NaN,0,Healthy,0,22,NaN,0,Healthy,0,NaN,100,23,17,17,0,0,0,Low,
262,Bhayshul Tuten,,RB,21,NaN,0,Healthy,0,22,NaN,0,Healthy,0,NaN,100,23,17,17,0,0,0,Low,
263,Kaleb Johnson,,RB,20,NaN,0,Healthy,0,21,NaN,0,Healthy,0,NaN,100,22,17,17,0,0,0,Low,
265,Cam Skattebo,,RB,21,NaN,0,Healthy,0,22,NaN,0,Healthy,0,NaN,100,23,17,17,0,0,0,Low,
266,Jaydon Blue,,RB,19,NaN,0,Healthy,0,20,NaN,0,Healthy,0,NaN,100,21,17,17,0,0,0,Low,
270,Dylan Sampson,,RB,19,NaN,0,Healthy,0,20,NaN,0,Healthy,0,NaN,100,21,17,17,0,0,0,Low,
272,Woody Marks,,RB,22,NaN,0,Healthy,0,23,NaN,0,Healthy,0,NaN,100,24,17,17,0,0,0,Low,
273,Trevor Etienne,,RB,19,NaN,0,Healthy,0,20,NaN,0,Healthy,0,NaN,100,21,17,17,0,0,0,Low,
192,AJ Dillon,,RB,25,15,1,Minor Injuries,0,26,6,3,Major Injuries,1,11.0,65,27,17,15,0,0,7,Significant,
230,Rondale Moore,,WR/TE,23,17,0,Healthy,0,24,0,4,Significant Injuries,1,8.0,47,25,17,17,0,0,6,Significant,
228,Elijah Mitchell,,RB,25,11,2,Moderate Injuries,0,26,0,4,Significant Injuries,1,5.0,29,27,17,16,0,0,9,Significant,
233,Chase Edmonds,,RB,27,13,2,Moderate Injuries,0,28,13,2,Moderate Injuries,0,13.0,76,29,12,17,0,0,7,Significant,
